B	G	R	S_B	S_G	S_R
19.840813997717763	14.01027006466337	39.05058957778623	15.393468561273547	19.134612757158052	47.68724289445675
60.60098896918981	41.71338912133891	43.25580068467098	40.822866662406064	49.89873175210942	54.69454052318946
51.0213082259663	52.20614469772051	54.20812685827552	90.71621769287252	91.08697812338504	92.41291560503946
53.39395441030723	54.39593657086224	56.735381565906835	91.76767485226907	92.58134570841638	95.28715844122891
0.0	0.0	0.0	0.0	0.0	0.0
120.0410654827969	123.99556048834629	123.10821309655938	85.0656694850918	86.44317054514971	88.70141554741058
49.68701442841287	52.49889012208657	57.24028856825749	86.76217853960122	88.16042188912999	92.20026866665346
127.42619311875694	110.59267480577137	87.16759156492786	88.41635651684642	86.76582278786493	93.72514953616073
74.01054384017758	113.64150943396227	100.90177580466148	75.90978639998511	81.40415339770087	79.6271054578438
15.930902600713923	16.90770015298317	33.98725140234574	13.322924791068724	13.324209957754048	20.30094439521504
36.58862685431723	25.210726511981743	38.66089767972613	26.384591558646516	30.922910919673274	48.446372850074575
99.02970729576234	107.65137614678899	133.82131935342946	66.57572208751445	64.51673967085381	60.819005845957975
24.33202271734382	52.06006989951944	63.98973350808213	33.020841894889315	69.13053683381096	73.42906474003685
56.82434127979924	66.9215809284818	95.62358845671267	64.07563371014407	64.63851417064167	71.07932088615793
50.99157581764123	51.45143706640238	58.614469772051535	91.76255840088574	91.84671738805693	98.07274170103791
62.946487505893444	68.21546440358321	96.85761433286186	77.42889066756888	76.8957011824042	89.51013417750805
77.41897891231964	115.08046614872364	106.66814650388457	77.92324074948299	82.77085941210362	84.4675546389656
53.405660377358494	57.84850166481687	61.72253052164262	89.15405384822202	93.4734575113772	98.55287336575431
21.36206017338093	14.519632840387558	0.07343192248852627	18.09516372312504	11.896041579895357	0.2627918626223156
97.26586741889986	80.51057827926657	57.70310296191819	74.9184548134722	63.89335890874431	66.89784439102432
83.36570862239842	120.92021803766104	107.92418235877106	82.03972455990784	84.23475312980081	83.37642975447567
54.05946481665015	55.04311199207136	56.32903865213082	92.5012491925989	93.62523941506684	95.32578721310051
26.983834157474327	19.96386458729555	21.456066945606697	19.394865983853673	25.55921210382868	31.064493066089245
75.51635282457879	85.49108027750248	112.3181367690783	81.09134799533847	80.79870845582454	83.96819019967293
104.51026649191787	139.80559196155528	163.05439056356488	68.10558646794088	63.29216714731054	72.40316510576608
38.25408900722709	26.79916317991632	40.34651958919741	29.759478760404637	34.76769046909734	51.899749461465525
42.81132075471698	45.20699223085461	47.840732519422865	83.77985610607486	85.69513949017636	88.990532144999
86.3795782463929	120.77358490566039	110.03551609322975	84.48966853442087	86.76379720453946	88.10443595749578
110.32337317397078	90.09296148738379	64.91832669322709	77.41013518091762	69.35570968371375	74.42901265248976
52.698216055500495	55.28642220019822	57.53518334985134	92.805227837462	94.94054382730344	97.71864509193549
56.99153737658674	69.78420310296191	98.08039492242595	61.240870471550295	66.80647991715077	77.00793483459094
77.3834628190899	117.80910099889013	105.0299667036626	73.68782590473167	78.96617776787265	79.55605309266974
85.94783573806882	120.74306326304107	109.33962264150944	85.19553502314419	87.32786791188047	88.28731144589082
121.50346878097126	104.51982160555005	80.00891972249752	84.2639985097762	80.46686649876901	86.14889569608886
64.03074027603513	74.8293601003764	102.75784190715181	70.42403158312241	71.60709217601428	76.67007372586343
68.05759162303666	97.37984293193718	119.69633507853405	76.80522950986864	85.87012573774518	100.82506719586169
71.67092119866815	84.157602663707	110.79855715871254	78.79795408066059	80.33667102133346	84.74585586746082
58.47553324968632	68.69761606022584	101.96549560853198	64.60530462989604	64.79902455109601	74.36062515580677
153.7891231964484	156.00055493895672	149.0066592674806	83.55349415541946	83.54092419425542	83.30609591159288
32.3276631344116	34.04935861684328	60.17902955939766	42.60733303936742	44.58882067330869	67.92373980557436
119.47859327217125	139.53647881170818	161.23394495412845	75.22337843227695	72.46094805190981	78.05932264420399
90.54048924504428	89.95508224377899	97.65373260227751	77.44835114663273	71.60586366788233	71.16601234835788
56.76586741889986	52.56276445698166	122.30606488011283	26.623031430076686	21.81113498383394	22.314004277864953
114.05327413984462	99.91453940066593	80.59988901220866	85.01798101150926	79.91537852148927	86.62386485404488
66.48619824341279	108.52885821831869	99.10727728983689	64.67886211695159	75.66875898878023	76.63637132606978
0.0	0.0	0.0	0.0	0.0	0.0
24.385102664919177	25.22608125819135	30.918741808650065	33.47797168333364	35.4386880810941	37.538999007337345
65.58421672555947	78.34687868080094	105.84334511189634	73.3254698790593	75.89751431182957	82.15890808511502
33.867001254705144	36.76160602258469	39.77603513174404	74.197419710933	78.5285689539974	84.20603818068271
134.41112922951487	159.972278842234	179.79474113330616	70.21221653721604	72.90196667296769	82.48856213479468
32.19910764082543	33.970161740100394	60.094813162297825	42.28733359510275	44.33703186587322	67.70665575520658
87.13726461843409	123.42666005946481	109.22596630327057	85.83070718679117	86.08738284716947	84.60328619719552
79.21587125416204	88.97225305216426	115.25194228634851	85.47923603132172	83.49643805548668	82.3655451567518
17.349934469200523	18.931847968545217	60.40083005679336	25.754543407172136	27.169229764482374	69.99407307624641
70.00265604249668	109.5597609561753	96.03452855245683	69.80299535318034	78.18875551119274	76.94892411196464
61.47179125528914	102.17630465444287	88.96473906911142	62.923103112084576	75.90343469855866	73.75555362395569
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
48.70976692563818	53.08601553829079	58.801886792452834	84.63916755108984	87.37750794303383	93.42038065332568
24.627129750982963	52.277850589777195	64.28636959370904	33.51423121389861	69.47011982031097	73.99508143930221
84.47329800244599	105.06583774969425	117.09396657154505	82.45450264558289	81.3359780402757	76.63573986612829
68.62097669256381	79.78634850166482	106.50166481687015	78.37480783628497	79.44680664165604	83.14251199130958
35.59873060648801	37.207334273624824	39.301128349788435	72.27576420542019	75.27354461459848	79.53896783038056
32.11140235910878	33.81105286151158	60.13237221494102	43.18634170968647	44.87186154171342	69.34009577538944
124.75549738219897	103.72984293193718	79.05968586387435	83.19053012356345	78.60002997132797	85.58665794824265
51.73626952096859	27.202491665204423	9.35128969994736	34.82050988924756	32.42750583522447	29.916942748520736
123.38657520823126	138.65678588926997	146.4309162175404	69.9471417709185	68.85220905730097	88.74508773643593
32.33519241494702	33.93251533742332	60.161461238148355	42.627751954274935	44.22175041023518	67.87785426233724
0.0	0.0	0.0	0.0	0.0	0.0
64.88958594730238	74.99623588456713	103.02823086574654	71.70431305975846	71.85396619255313	77.0476547999356
113.85120260905015	130.0085609457807	160.70057072971872	84.15372750397822	80.12437544371033	75.00667063473007
125.7291897891232	103.52053274139845	73.51942286348502	81.98604360203313	77.3866567274347	80.56587401378303
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
76.23380447585394	84.9399293286219	109.29328621908127	84.34482542367229	83.82231990916132	86.4264767957187
107.1509167842031	87.90479548660085	64.0543018335684	78.37856896631541	70.18822240052242	75.29994005526423
148.2483617300131	156.78462210572303	169.259501965924	77.11359174367722	80.23847379815112	89.77725179131686
116.513860578883	122.39543416225031	132.22136159804322	89.26269256089397	87.52791745858121	82.06664538541486
67.91786903440622	79.02108768035517	106.02830188679245	75.49931402109918	75.65048727983182	79.62290270509627
118.17203107658158	124.35904550499446	121.76470588235294	84.59794798128961	86.27262590698709	87.2755349367645
81.52824578790882	90.03419226957384	113.78691774033696	90.26859735247466	88.3084754642347	86.81364356444077
68.95859473023839	78.1116687578419	103.62358845671267	79.4296847697222	79.17670834051728	82.91763291121958
0.0	0.0	0.0	0.0	0.0	0.0
84.48116947472745	121.00792864222002	108.42616451932606	82.15336459567864	84.24284670864745	84.31902200576458
65.27755644090306	106.14741035856574	95.03120849933599	63.511331514009406	75.2815488916077	75.37770115100649
162.9778024417314	165.33684794672587	159.50388457269702	86.14025006650051	85.91035817128774	86.67399875615402
23.833551769331585	24.62691131498471	30.325032765399737	31.846670002130562	33.5356554203862	35.297395785600415
66.61001410437235	106.12411847672779	92.950634696756	67.20467095497331	78.76633488609164	76.86419684285224
30.91656210790464	33.64868255959849	37.21643663739021	69.37224296921568	71.965091836649	77.17228168082374
56.05395232120451	66.4573400250941	95.57716436637389	64.97748553276618	65.41512837852561	71.79430488409962
35.02609308885754	36.84344146685473	39.212976022567	72.91040173825051	76.44294702266734	81.43624225341114
44.645948945615984	46.0338512763596	47.483906770255274	84.77241228285818	86.48171534714842	88.83879711012273
16.596548711227612	18.304718217562254	59.89886413280909	22.760169165717624	24.500880049843065	68.92237701125762
65.46506262359921	76.13876071193144	100.49176005273566	76.24232953981607	74.94307789760224	77.12470167914645
0.0	0.0	0.0	0.0	0.0	0.0
81.94506104328524	91.8085460599334	116.06270810210877	85.67331273834526	86.11252397886363	87.44636508693208
89.20499745028047	97.64176440591535	111.64686384497706	89.61286955633008	90.36942944617334	96.13339563785934
40.285714285714285	128.58956916099774	176.6031746031746	10.909023912389616	13.205828440618205	21.69200797244333
50.358120958539374	24.249334347660707	4.391213389121339	35.97143603459342	33.69488687918548	27.981070987330984
124.86514983351832	127.40344062153163	123.82186459489456	87.02107310901275	88.29879935867939	89.69031631382761
0.0	0.0	0.0	0.0	0.0	0.0
114.7790034233549	128.93210346139216	207.31799163179917	32.418957685540654	31.148018872407803	43.3785216741902
129.88683910232027	155.2997337390643	176.8972993533663	71.03649524817874	72.91435497092998	80.2575690808071
126.56293359762141	129.12933597621407	123.56590683845391	85.85722500723548	86.72612544180548	85.81483666285216
105.32651622002821	84.53526093088857	58.2327221438646	76.52609934402179	66.64595390070804	68.77344299216186
55.97621407333994	56.54112983151635	57.279980178394446	95.99400908967075	96.07592462979868	96.4157787094121
8.074961754207038	9.100203977562469	33.98725140234574	6.996355889158086	7.166156859847067	20.30094439521504
57.25360710321865	59.75083240843507	62.99778024417314	92.31983414557752	95.82617310308466	100.88474867141984
0.0	0.0	0.0	0.0	0.0	0.0
123.97058823529412	107.22031076581577	84.46559378468369	86.66228430629793	84.92705473710082	91.4296803071826
52.15482796892342	57.144839067702556	62.35072142064373	86.37663636133993	92.17685914190778	99.83286906005743
79.08768035516093	119.70477247502775	104.45005549389568	76.61875053592921	80.30604245304947	78.58366814773262
123.81179422835633	103.41217063989961	75.51129234629862	85.45162894734304	80.60441455716852	83.70381663285734
123.82796892341842	154.50721420643728	151.50610432852386	95.61378526394977	85.63019115469389	87.89427874308508
31.986614612381487	33.70552147239264	59.913831567205804	41.85050732131143	43.59943866036399	67.2776840762712
0.0	0.0	0.0	0.0	0.0	0.0
121.5449500554939	107.330743618202	86.90288568257492	83.37747914351417	80.83363822164924	90.30019611814713
28.449224259520452	29.63681241184767	31.186177715091677	66.85465596412024	69.3057348202796	72.80881338703979
46.47495056031641	67.7175346077785	81.30520764667105	53.999928575609474	60.66547272109769	57.29464311581854
52.662905500705214	65.02045133991537	93.78138222849083	58.13793037594895	63.180079382871234	73.90513602935054
23.390691114245417	25.040197461212976	27.83215796897038	59.328967165613456	60.89198689668593	64.85655243094189
0.0	0.0	0.0	0.0	0.0	0.0
124.15149833518313	107.91065482796893	84.89123196448391	87.04556208356125	84.30199339690715	90.5587008056157
89.46348421453024	97.6880943324458	119.69056675542032	81.25779652322626	78.84598001792911	73.89269248243266
134.3534961154273	106.24750277469478	75.06659267480578	35.711569791413076	38.93292001236876	43.11694605504633
105.03653936822253	114.16690240452617	194.0992456388496	29.645673283966286	29.61000567210868	36.27531458548395
0.0	0.0	0.0	0.0	0.0	0.0
64.21518193224591	107.31932245922208	94.48996235884566	65.3049462551919	76.31554083008497	73.41654391603944
64.88958594730238	74.99623588456713	103.02823086574654	71.70431305975846	71.85396619255313	77.0476547999356
27.405477367820463	20.172308862685433	21.262457208063903	20.248332383009977	26.59262535217303	30.29401321072745
66.90510543840178	79.2253052164262	108.03163152053274	72.41986184071908	73.2349787474759	77.46497256127905
45.85849056603774	47.125971143174255	48.78024417314096	84.96488441940632	86.81533594500715	89.55609163967517
19.682198554583493	13.820083682008368	39.02149106124001	14.89921736748931	18.57834151691299	47.86534255371358
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
70.91176470588235	80.822974472808	107.28634850166482	78.66979195153782	78.7268720468017	82.15402092636192
23.59648633575014	24.543781372002233	30.205242610150588	30.631106289845786	32.53816509952073	34.26598226866243
77.87016848364718	87.3597621407334	111.99256689791873	83.84241786098711	83.25890938759174	84.02364363702256
112.29373246024322	120.51028999064546	142.97427502338635	101.10630221700217	97.00135078963658	88.93067476146572
152.6953385127636	132.4062153163152	105.63706992230856	86.80172381266337	88.11610948971202	98.1500149794754
21.139596804868773	15.435907189045265	40.64016736401674	22.517131536187254	26.939095970934346	53.159554426521545
85.55660377358491	121.35516093229745	111.39511653718091	83.76082674370956	86.37533502106865	88.09369909799952
117.50250941028857	95.49372647427853	66.59033877038895	79.57264497351953	72.84698232540354	75.76385376798973
87.7451502472423	93.42050209205021	106.7561810574363	96.827455818736	96.38263859242363	95.26325901064351
12.040795512493627	26.18179500254972	36.38016318204998	10.26839554891142	21.01980186428659	21.669814746820997
74.84517203107659	87.2064372918979	112.43007769145395	80.98547369435279	83.03116836294394	86.3141015951519
126.76362735381565	160.99851337958376	147.6665014866204	98.29670364562348	85.33861020804068	88.91472221912697
57.88235294117647	59.68201997780244	63.27469478357381	93.95218946952427	96.16867118307478	101.45082138587146
125.00221975582686	103.32519422863486	75.24583795782463	81.90080893005128	77.31775477345852	82.36788464276742
98.0484340859432	100.45593590677349	101.85142024763293	84.46550720618976	86.3076510054859	86.63345312346183
27.34978843441467	28.329337094499294	31.614245416078983	62.144824398594196	62.80323448711002	66.15888892727943
26.486741458439575	27.558388577256505	36.38016318204998	22.003915850078542	22.256473649949687	21.669814746820997
0.0	0.0	0.0	0.0	0.0	0.0
30.86471408647141	57.99840605698346	76.65052799362422	39.36088625247072	69.26545405591821	81.21085416647985
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
160.96298915605846	153.94436586515795	150.6143328618576	81.77138816261409	86.92325497870205	105.35623663534922
137.5827558092132	152.85242560130453	160.09172441907867	66.6152696478296	71.41226511941345	96.03685756737839
101.13737024221453	98.24498269896193	102.02456747404844	82.23474388441235	76.3431983094361	84.4627377470059
44.983769633507855	45.93298429319372	49.108900523560216	87.03204710614476	87.33814475838979	89.25463704994159
50.358120958539374	24.249334347660707	4.391213389121339	35.97143603459342	33.69488687918548	27.981070987330984
59.97926968429061	40.435717002662614	41.8174210726512	39.83529885276571	46.98599447440827	50.56261389573467
87.93118756936737	121.22031076581577	110.50055493895671	86.23993279489261	87.10169065713205	88.58616484105107
32.45275035260931	34.34203102961918	38.741889985895625	67.27363094484541	70.12944466579661	78.36476466588039
127.76907829534191	110.30673934588701	84.16997026759168	88.65275179952489	86.03481078131605	91.2841942128065
77.37014428412874	115.62541620421754	102.64261931187569	77.67589010309966	82.25554424684074	81.59086178877163
125.90535183349851	107.03567888999008	81.80475718533201	84.8969728384114	82.19416517286241	88.04021705332367
38.85947302383939	42.9849435382685	47.286072772898365	74.93141373341804	80.71448369839327	88.18562018713102
36.53596614950634	36.9654442877292	37.5197461212976	80.02818026998156	80.64824328159719	81.61619364845386
43.274139844617096	45.80521642619312	48.44894561598224	81.92230074960779	84.89011187273574	88.97982600356798
102.71368124118476	107.2002820874471	106.06699576868829	75.47638901951052	77.96341552747847	80.35040781632429
0.0	0.0	0.0	0.0	0.0	0.0
108.7997179125529	86.88998589562765	58.532440056417485	79.31046775875329	70.62496970205282	71.17951940624263
48.23290386521308	48.95341922695738	51.37314172447968	87.91956899395565	88.08775025506486	89.30001998885912
30.00070521861777	30.6361071932299	32.657968970380814	69.01791942093872	70.38977835277424	75.03917695607045
75.56640237859267	86.09266600594648	111.55351833498513	82.17795238575728	82.08606904431537	83.57574536366445
83.8994053518335	119.84539147670961	109.30673934588701	81.26905533746663	82.69278691638335	83.70945649218193
26.486741458439575	27.558388577256505	36.38016318204998	22.003915850078542	22.256473649949687	21.669814746820997
122.02386237513873	126.06326304106548	124.3079911209767	84.3096203478302	86.51208042776915	89.61070715803358
29.54412324077596	39.95891974134652	42.50038037276531	24.64957239869683	47.54784406881416	52.609473066917424
39.13940661848612	27.619246861924687	41.06276150627615	33.46336856826372	38.255193369589556	54.39074931817653
88.86194844910442	95.44233289646134	108.72083879423329	78.74507862384064	76.73653996165822	70.32715975875394
0.0	0.0	0.0	0.0	0.0	0.0
46.995560488346285	48.32852386237514	52.80632630410655	84.06374742889513	84.48491683768613	87.14662720130877
68.23400250941029	77.44542032622333	103.17816813048933	78.38412684142492	78.53961012492292	83.42946216412744
122.4622641509434	126.33795782463929	120.52552719200888	82.54647879843958	84.1354913282495	83.46390729633055
76.8906770255272	117.31243063263041	103.74306326304107	76.35466003081056	80.86520587616792	80.39025939709819
29.796897038081806	33.358956276445696	37.27433004231312	64.09390978126267	68.58824369349747	75.40249443864236
46.308546059933406	46.57991120976693	47.44506104328524	87.24240805194988	87.67230693509639	89.17932980272938
117.62617801047122	126.01727748691101	148.9738219895288	101.27245686217081	96.81470516426427	87.84207834702191
19.127805249144163	13.251046025104603	37.58197033092431	14.598116478862094	18.452928711274172	46.66564701585933
121.71087680355161	104.96836847946726	84.69755826859046	83.26230021091253	80.28671981732194	90.12116079666708
53.5087374399301	55.48602009611184	64.46242900830057	71.93744574995122	74.20704391055342	74.41472823027816
43.14154652686763	29.53385757972914	1.337483617300131	58.316966332463	39.88561969957825	11.577399118059871
43.427042376583664	29.751419833988642	1.4250764525993884	58.817434797168914	40.53674695920664	12.46705401562777
0.0	0.0	0.0	0.0	0.0	0.0
57.895627644569814	100.57545839210155	88.61495063469675	56.27188527640538	73.72928422665916	71.90924268892617
65.46171967020022	77.65783274440518	105.1743227326266	74.65616517536735	75.82467766969337	81.13206817007851
0.0	0.0	0.0	0.0	0.0	0.0
21.36206017338093	14.519632840387558	0.07343192248852627	18.09516372312504	11.896041579895357	0.2627918626223156
22.823695345557123	24.47743300423131	27.262341325811	58.87813382779721	60.517361494133745	64.6451440303475
121.72447968285431	105.80475718533201	81.10307234886025	85.24906903543963	82.60807881194494	88.98510070315905
78.65783274440518	115.1554770318021	104.56183745583039	78.94155596665232	83.31383383427189	85.12050630189054
83.6972807991121	115.21448390677025	156.52968923418425	64.54736263924754	66.54821256794062	77.45439355397164
79.06922784328643	88.315329022442	124.82788132369723	72.45811056350463	70.34965271567316	69.39114008221138
50.107661056297154	51.992164828787	60.890307603017995	66.2360204542412	68.43058424606924	68.54880053389338
111.47044435385243	127.083163473298	149.59253974724825	74.51263885988536	71.9912970763098	73.29144042724971
82.03276539973788	103.58213193534294	131.78833551769333	75.56374567458612	78.0355376280242	87.69523048979885
114.70532741398446	98.5527192008879	77.5033296337403	85.19759799512003	79.69767894159138	83.39687045826165
120.28246392896781	99.08379578246394	70.94006659267481	81.11455576852443	74.40743471721706	76.61674199432291
52.607252075141986	54.652031454783746	63.7346002621232	70.5677095065149	72.84865351194325	73.01196892148978
0.0	0.0	0.0	0.0	0.0	0.0
78.50776914539401	118.9433962264151	104.08768035516094	75.6092912477839	79.94865245322886	78.45022226353856
66.96503884572697	76.83351831298557	104.37236403995561	75.7544619896874	74.85270795857257	77.23521285125224
61.610414052697614	72.62860727728983	102.32371392722709	67.56190092178299	68.72140279199027	76.09328193468816
119.08775029446407	122.8645465253239	120.3080094228504	84.09020454322484	86.19971894588248	88.54325538874313
16.70598514635212	18.40083005679336	59.98186981214504	22.98638767510351	24.741280228056876	69.02865268797187
79.54299175500589	116.04358068315665	104.1554770318021	79.95284741727886	84.10533377983573	84.55771773772472
35.59873060648801	37.207334273624824	39.301128349788435	72.27576420542019	75.27354461459848	79.53896783038056
44.60664993726474	44.846925972396484	45.11229611041405	90.03079206105511	90.10407564528022	90.25175613217273
54.95341922695738	55.4197224975223	56.904856293359764	93.51578472519357	94.11619427757715	96.24742472043766
44.470033296337405	45.88845726970033	49.289678135405104	84.57548520700966	85.83567328297627	90.8845323338546
32.43197278911565	63.27210884353742	55.842403628117914	34.54266182096082	62.36548966735105	56.73906034093473
11.890107088220297	12.033401325854157	17.006119326874046	9.824643485713487	10.173891258596301	10.190683934134379
57.10321864594895	59.38790233074362	63.957269700332965	91.49788423689914	94.4982774898091	101.39752570214229
120.97055359246171	123.56772673733803	119.60718492343933	85.67102460470264	87.08713367903121	88.19310710903267
70.15260821309656	80.9966703662597	108.53163152053274	76.25091121429806	75.83522348479637	78.07984436463926
124.4589345172031	128.01997780244173	126.16592674805771	85.88263247024408	86.98249304252529	88.56625086565779
43.693251533742334	29.998047964305634	1.9414389291689906	58.02444956690602	40.61718151230187	17.19138442127015
8.074961754207038	9.100203977562469	33.98725140234574	6.996355889158086	7.166156859847067	20.30094439521504
0.0	0.0	0.0	0.0	0.0	0.0
51.01831298557159	54.860710321864595	59.87846836847947	87.8125096187591	90.19215532691472	95.3940143376983
82.62784935579782	91.41724479682854	115.35133795837463	90.10100464528844	88.40585379416265	87.45615325416283
69.17869034406216	79.29578246392897	106.62708102108768	77.13698576976878	77.15830242890732	81.35537271443098
88.58213096559379	124.20366259711432	114.16925638179801	85.53929053094716	87.0449328895503	89.06731350854281
0.0	0.0	0.0	0.0	0.0	0.0
118.66499372647426	95.7452948557089	65.63174404015056	80.94123643570217	73.37760312911075	73.95923134215525
154.8606378331149	151.39711664482306	154.85801660113586	85.51247496223704	89.99652442434736	107.11408088526399
154.9128745837958	157.28856825749168	151.04106548279688	84.21349026737417	84.05637326861842	83.63211205704567
125.3978912319645	127.85516093229745	124.24861265260822	87.62623591629571	88.83200420225855	89.94591611345817
77.03271205781667	94.85964244960061	121.9214530239635	71.6256093469786	76.63693831940937	75.50522939035926
59.43507214206437	61.022752497225305	63.08379578246393	96.01030889271236	98.10608899935856	101.15324016023911
135.2891231964484	137.89178690344062	134.83962264150944	87.54690630110129	88.74064612333767	91.15114915761832
68.90589711417816	110.49623588456711	99.32183186951066	68.20656446221635	77.38813709150726	76.69153902648111
56.596614950634695	99.06981664315938	87.88222849083216	55.17012580380044	72.67356583222217	70.7942813831534
0.0	0.0	0.0	0.0	0.0	0.0
124.78592666005946	105.77601585728443	80.48612487611496	87.54558637031495	83.21821875162915	86.87582731350312
39.275804661487236	43.0488346281909	47.71087680355161	77.25926746375612	80.30290084280607	86.29190055533005
43.693251533742334	29.998047964305634	1.9414389291689906	58.02444956690602	40.61718151230187	17.19138442127015
85.49504459861248	121.19177403369673	108.7438057482656	83.24486088313157	84.39557966459013	84.71618959075612
102.3191327500951	120.7320273868391	137.2848992012172	74.92323762226044	73.11813446339691	72.02208097892557
17.397378694924708	19.0457334076966	60.21918572225321	25.471202068037123	27.360325715077284	68.03108136167462
78.73868732164696	87.89686098654708	114.94802282918874	78.4836534312756	75.87668323158636	73.16541599277161
66.79467258601554	75.91842397336293	101.99223085460599	77.03640846450682	76.42434765648476	79.14719526929964
59.22919605077574	100.23906911142454	88.50916784203103	58.31385167434034	73.61836920637364	72.2308748476295
125.56739345887017	106.1219028741328	79.798810703667	85.51614796736469	82.29558876738984	86.97637125200923
0.0	0.0	0.0	0.0	0.0	0.0
20.090973201692524	20.954866008462623	23.28490832157969	55.43045595546617	55.83691439779992	57.689437113476274
52.864788117081694	54.955002184359984	64.04346876365226	70.81414969663493	73.20623949928957	73.49959856661152
0.0	0.0	0.0	0.0	0.0	0.0
119.44136125654451	153.35497382198955	141.8366492146597	96.55904775244537	86.1013445472991	88.62284648224275
113.96863237139272	118.22961104140526	116.41718946047678	78.57726592317566	80.35802868648656	82.17401880005663
118.38531761125904	125.1441612780525	136.79345758843667	88.26091561546082	85.63297170844581	78.35448422862318
93.76163610719323	99.85472496473906	106.57968970380819	74.84289814459896	77.09349037140879	80.59499950830029
101.05176933158585	102.25251201397991	119.29226736566186	68.1126529577113	62.798435756355715	67.8816411190754
100.44217207334273	83.63399153737659	60.72919605077574	76.5787101099817	66.08055434565438	68.81327328789737
106.71861777150917	88.6854724964739	63.20592383638928	77.93894181965872	70.85176783079261	74.26457425236877
126.31070366699703	128.52576808721506	122.91377601585728	85.87397763055787	86.74474464495283	85.98797077758815
110.60719322990127	114.2574047954866	109.09732016925247	80.18667486278132	82.71418769312301	82.02612577811344
47.33185349611543	47.710321864594896	48.926193118756935	90.88136560734308	91.43054346046986	93.3943912159124
